Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,mileage_new,engine_new,power_new,age,make,model,KM_Driven
Volkswagen Polo Diesel Highline 1.2L,Chennai,2013,60000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.75,22.07,1199,73.9,7,volkswagen,polo,60
Hyundai i20 Asta (o) 1.4 CRDi (Diesel),Bangalore,2014,67000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,5.5,23,1396,90,6,hyundai,i20,67
Chevrolet Beat Diesel,Kochi,2014,52398,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.47,25.44,936,57.6,6,chevrolet,beat,52
Chevrolet Spark 1.0 LS,Kochi,2014,36657,Petrol,Manual,First,16.2 kmpl,995 CC,62.1 bhp,5,,3.3,16.2,995,62.1,6,chevrolet,spark,36
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,6.99,24.4,1120,71,4,hyundai,xcent,14
Nissan Micra XE,Pune,2010,85046,Petrol,Manual,Second,18.06 kmpl,1198 CC,75 bhp,5,,2.3,18.06,1198,75,10,nissan,micra,85
Maruti Swift VXI,Coimbatore,2013,61110,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.57,18.6,1197,85.8,7,maruti,swift,61
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,3.5,24.4,1120,71,4,hyundai,xcent,80
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.88,18.9,1197,82,4,hyundai,grand,44
Hyundai i20 1.2 Magna,Kolkata,2015,35000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,4.6,18.5,1197,80,5,hyundai,i20,35
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,,4.9,22.77,1498,98.59,7,ford,ecosport,44
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,3.8,22.07,1199,73.9,6,volkswagen,polo,35
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,7.2,22.7,1498,89.84,7,ford,ecosport,69
Tata Indigo GLE,Hyderabad,2017,23228,Petrol,Manual,First,14.4 kmpl,1396 CC,65 bhp,5,,4.5,14.4,1396,65,3,tata,indigo,23
Maruti Swift Dzire LDI,Delhi,2014,68462,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,4.15,26.59,1248,74,6,maruti,swift,68
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,Diesel,Manual,First,25.1 kmpl,1248 CC,88.5 bhp,5,13.26 Lakh,7.94,25.1,1248,88.5,4,maruti,s-cross,74
Maruti Wagon R VXI,Delhi,2016,22000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3.7,18.9,998,67.1,4,maruti,wagon,22
Chevrolet Beat Diesel LT,Chennai,2011,109500,Diesel,Manual,Third,25.44 kmpl,936 CC,57.6 bhp,5,,1.5,25.44,936,57.6,9,chevrolet,beat,109
Hyundai i10 Era 1.1,Delhi,2012,51000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,2.2,19.81,1086,68.05,8,hyundai,i10,51
Hyundai i10 Sportz,Kolkata,2009,43002,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,1.92,20.36,1197,78.9,11,hyundai,i10,43
Hyundai Grand i10 Sportz,Kolkata,2013,29000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,3.2,18.9,1197,82,7,hyundai,grand,29
Maruti Swift Dzire VDI,Kolkata,2014,45000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,3.85,23.4,1248,74,6,maruti,swift,45
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,,3.48,23,1396,90,10,hyundai,i20,93
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Diesel,Manual,Second,25.83 kmpl,1498 CC,99 bhp,5,,4.55,25.83,1498,99,3,ford,figo,95
Maruti Ertiga VDI,Pune,2016,130000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,11.27 Lakh,7,25.47,1248,88.5,4,maruti,ertiga,130
Maruti Ertiga ZDI,Ahmedabad,2013,67443,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,,5.75,20.77,1248,88.8,7,maruti,ertiga,67
Maruti Alto LXi BSIII,Hyderabad,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,,1.7,19.7,796,46.3,11,maruti,alto,35
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.2 Lakh,10.49,24.3,1248,88.5,1,maruti,vitara,34
Maruti Swift ZDi,Pune,2016,58000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,7.55,22.9,1248,74,4,maruti,swift,58
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,8.56 Lakh,3.95,17.57,1193,88.7,6,tata,zest,40
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Petrol,Manual,Fourth & Above,17.0 kmpl,1197 CC,80 bhp,5,,3.25,17,1197,80,10,hyundai,i20,61
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,Diesel,Manual,First,19.4 kmpl,1422 CC,70 bhp,5,,2.75,19.4,1422,70,11,skoda,fabia,86
Toyota Corolla Altis D-4D J,Kolkata,2015,45000,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,7.35,21.43,1364,87.2,5,toyota,corolla,45
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,,4.7,17,1198,73.75,3,volkswagen,ameo,55
Hyundai i10 Magna 1.2,Kochi,2013,46821,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.42,20.36,1197,78.9,7,hyundai,i10,46
Chevrolet Beat LS,Kolkata,2015,120000,Petrol,Manual,First,18.6 kmpl,1199 CC,76.8 bhp,5,,2.5,18.6,1199,76.8,5,chevrolet,beat,120
Hyundai i10 Asta AT,Mumbai,2011,64984,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5,,3.45,16.95,1197,78.9,9,hyundai,i10,64
Maruti Alto K10 VXI AGS,Pune,2015,73204,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,,3.3,24.07,998,67.1,5,maruti,alto,73
Maruti Vitara Brezza VDi,Kolkata,2017,35000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.46 Lakh,6.5,24.3,1248,88.5,3,maruti,vitara,35
Hyundai EON D Lite Plus,Hyderabad,2013,17729,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,3.65,21.1,814,55.2,7,hyundai,eon,17
Maruti Wagon R VXI,Kolkata,2015,14000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.8,18.9,998,67.1,5,maruti,wagon,14
Hyundai i20 Sportz Option,Chennai,2012,50000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,4,17,1197,80,8,hyundai,i20,50
Maruti Wagon R VXI,Coimbatore,2008,53934,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,2.69,18.9,998,67.1,12,maruti,wagon,53
Honda Amaze EX i-Vtech,Kolkata,2014,48000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,,2.75,18,1198,86.7,6,honda,amaze,48
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.8,24.7,796,47.3,4,maruti,alto,24
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,6.59 Lakh,5.88,23.84,1199,84,2,tata,tiago,9
Maruti Swift LXI,Pune,2013,32953,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,,4.65,18.6,1197,85.8,7,maruti,swift,32
Hyundai EON Era,Jaipur,2014,18000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,2.5,21.1,814,55.2,6,hyundai,eon,18
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,,6.85,22.54,1396,88.73,4,hyundai,i20,33
Toyota Etios VD,Chennai,2012,48000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,,5.25,23.59,1364,67.05,8,toyota,etios,48
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,9.23,21.43,1364,87.2,6,toyota,corolla,72
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,5.19,20.14,1498,88.8,6,volkswagen,polo,69
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,5.75,17.8,1248,75,5,maruti,swift,79
Hyundai i10 Magna AT,Bangalore,2009,60000,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,5,,2.99,19.2,1197,80,11,hyundai,i10,60
Maruti Swift Dzire VDI,Kolkata,2014,57000,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,,3.89,26.59,1248,74,6,maruti,swift,57
Honda City i DTec VX,Coimbatore,2018,45555,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,11.73,26,1498,98.6,2,honda,city,45
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,,3.11,14,796,35,4,maruti,omni,55
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,8.7,24.52,1248,88.5,2,maruti,ertiga,38
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.04,24,1120,70,4,hyundai,grand,57
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,,8.5,28.09,1248,88.5,3,maruti,ciaz,38
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,,5.65,20.5,1248,91.72,5,fiat,avventura,32
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.54 Lakh,5,18.9,1197,81.86,3,hyundai,grand,8
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,,1.75,18,1248,75,9,tata,indica,120
Mahindra Bolero ZLX,Mumbai,2016,40448,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,11.01 Lakh,3.5,15.96,2523,62.1,4,mahindra,bolero,40
Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11 Lakh,10.46,24.3,1248,88.5,2,maruti,vitara,64
Fiat Avventura MULTIJET Emotion,Pune,2014,52782,Diesel,Manual,First,20.5 kmpl,1248 CC,91.72 bhp,5,,4.85,20.5,1248,91.72,6,fiat,avventura,52
Honda Amaze S Petrol,Kochi,2016,51672,Petrol,Manual,First,19.5 kmpl,1199 CC,88.76 bhp,5,7.55 Lakh,5.68,19.5,1199,88.76,4,honda,amaze,51
Maruti Wagon R VXI BSIII,Chennai,2013,79000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,3,18.9,998,67.1,7,maruti,wagon,79
Maruti Swift VXi BSIV,Delhi,2016,42000,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,5,,4.75,16.1,1197,85,4,maruti,swift,42
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,,5.35,16.47,1198,74,6,volkswagen,polo,62
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,7.82 Lakh,5.98,18.9,1197,81.86,3,hyundai,grand,20
Maruti SX4 ZDI,Chennai,2011,80000,Diesel,Manual,Third,21.5 kmpl,1248 CC,88.8 bhp,5,,3.5,21.5,1248,88.8,9,maruti,sx4,80
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,6.32 Lakh,4.77,18.9,1197,81.86,2,hyundai,grand,50
Maruti Baleno Delta 1.2,Delhi,2016,50003,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,5.45,21.4,1197,83.1,4,maruti,baleno,50
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,Petrol,Automatic,First,20.3 kmpl,1199 CC,84 bhp,5,,6.85,20.3,1199,84,2,tata,tigor,1
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,Diesel,Automatic,First,26.59 kmpl,1248 CC,74 bhp,5,,7.3,26.59,1248,74,4,maruti,swift,54
Tata Indica GLS BS IV,Pune,2007,108995,Petrol,Manual,First,15.3 kmpl,1193 CC,65.3 bhp,5,,1.25,15.3,1193,65.3,13,tata,indica,108
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,2.71,16.1,1298,88.2,12,maruti,swift,65
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,,3.6,19.1,1197,82,4,hyundai,xcent,32
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,3,18.5,1197,80,10,hyundai,i20,65
Maruti Celerio VXI AT,Hyderabad,2016,21600,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,,4.65,23.1,998,67.04,4,maruti,celerio,21
Maruti Swift Dzire VXi,Mumbai,2011,58075,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,2.95,17.5,1298,85.8,9,maruti,swift,58
Maruti Swift ZDi,Hyderabad,2015,58000,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.95,25.2,1248,74,5,maruti,swift,58
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Diesel,Manual,Second,19.0 kmpl,1248 CC,93 bhp,5,,2.25,19,1248,93,10,fiat,linea,172
Hyundai i10 Era,Jaipur,2013,46230,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,,3.1,19.81,1086,68.05,7,hyundai,i10,46
Hyundai i20 1.2 Asta,Jaipur,2018,5000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,6.5,18.6,1197,81.83,2,hyundai,i20,5
Honda City i DTEC S,Ahmedabad,2014,66000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,,5.7,26,1498,98.6,6,honda,city,66
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,8,12.99,2494,100,7,toyota,innova,119
Renault KWID RXT,Chennai,2016,45000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,,2.6,25.17,799,53.3,4,renault,kwid,45
Maruti A-Star Vxi,Hyderabad,2009,66149,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,,2.45,19,998,66.1,11,maruti,a-star,66
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.3,18.9,998,67.1,8,maruti,wagon,35
Maruti Swift VDI BSIV,Jaipur,2016,41460,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,5.9,25.2,1248,74,4,maruti,swift,41
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,Petrol,Manual,First,16.0 kmpl,1086 CC,66.7 bhp,5,,1.95,16,1086,66.7,10,hyundai,i10,27
Toyota Etios GD SP,Coimbatore,2016,53702,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,,6.55,23.59,1364,67.04,4,toyota,etios,53
Ford Figo Diesel EXI,Kolkata,2012,36542,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,2.65,20,1399,68.05,8,ford,figo,36
Maruti Alto 800 VXI,Pune,2014,32000,Petrol,Manual,Second,22.74 kmpl,796 CC,47.3 bhp,5,,2.1,22.74,796,47.3,6,maruti,alto,32
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,Petrol,Manual,First,18.78 kmpl,999 CC,75 bhp,5,6.74 Lakh,5.68,18.78,999,75,1,volkswagen,polo,1
Maruti Alto 800 LXI,Kolkata,2013,56840,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,,1.55,22.74,796,47.3,7,maruti,alto,56
Maruti Ertiga VDI,Mumbai,2016,54000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,7.75,20.77,1248,88.76,4,maruti,ertiga,54
Tata Manza Aura Safire,Kolkata,2010,40000,Petrol,Manual,First,15.0 kmpl,1368 CC,90 bhp,5,,1.35,15,1368,90,10,tata,manza,40
Ford Figo Diesel Titanium,Mumbai,2014,54000,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.25,20,1399,68.05,6,ford,figo,54
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,,6.4,18.7,1199,88.7,4,honda,jazz,15
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Petrol,Manual,Second,16.47 kmpl,1198 CC,73.9 bhp,5,,3.95,16.47,1198,73.9,8,volkswagen,polo,75
Honda City ZX GXi,Mumbai,2005,56000,Petrol,Manual,Second,17.7 kmpl,1497 CC,78 bhp,5,,1.25,17.7,1497,78,15,honda,city,56
Ambassador Classic Nova Diesel,Chennai,2003,80000,Diesel,Manual,Third,12.8 kmpl,1489 CC,35.5 bhp,5,,1.35,12.8,1489,35.5,17,ambassador,classic,80
Maruti Zen VX,Jaipur,1999,70000,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,5,,0.77,17.3,993,60,21,maruti,zen,70
Maruti 800 DX BSII,Jaipur,2009,32000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.9,16.1,796,37,11,maruti,800,32
Ford Ikon 1.3 Flair,Chennai,2007,40000,Petrol,Manual,Third,13.8 kmpl,1299 CC,70 bhp,5,,1.1,13.8,1299,70,13,ford,ikon,40
Chevrolet Beat LT,Pune,2012,78000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,2,18.6,1199,79.4,8,chevrolet,beat,78
Toyota Corolla Altis 1.4 DG,Ahmedabad,2012,52000,Diesel,Manual,First,21.43 kmpl,1364 CC,86.79 bhp,5,19.27 Lakh,6.5,21.43,1364,86.79,8,toyota,corolla,52
Hyundai Xcent 1.1 CRDi Base,Mumbai,2016,170000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4,24.4,1120,71,4,hyundai,xcent,170
Hyundai i10 Sportz,Pune,2009,62500,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.1,20.36,1197,78.9,11,hyundai,i10,62
Hyundai i20 Magna Optional 1.4 CRDi,Mumbai,2014,12400,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,,4.65,21.9,1396,88.8,6,hyundai,i20,12
Maruti Ritz VDi,Pune,2013,20248,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,4.35,21.1,1248,73.9,7,maruti,ritz,20
Mahindra Xylo D4,Chennai,2016,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,11.67 Lakh,6.15,14.95,2489,93.7,4,mahindra,xylo,85
Maruti Swift VDI,Kochi,2017,34613,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.92 Lakh,6.24,28.4,1248,74,3,maruti,swift,34
Maruti Ertiga VDI Limited Edition,Chennai,2015,153000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,,4.8,20.77,1248,88.76,5,maruti,ertiga,153
Maruti Swift VXi BSIV,Chennai,2014,54000,Petrol,Manual,Second,16.1 kmpl,1197 CC,85 bhp,5,,4.5,16.1,1197,85,6,maruti,swift,54
Hyundai i10 Sportz,Kochi,2015,16900,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,3.87,20.36,1197,78.9,5,hyundai,i10,16
Hyundai i10 Sportz,Delhi,2013,62334,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,2.75,20.36,1197,78.9,7,hyundai,i10,62
Maruti Baleno Sigma 1.2,Kochi,2018,23714,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,,6.57,21.4,1197,83.1,2,maruti,baleno,23
Hyundai Accent Executive,Jaipur,2010,52325,Petrol,Manual,First,16.36 kmpl,1495 CC,93.7 bhp,5,,2,16.36,1495,93.7,10,hyundai,accent,52
Honda Brio S MT,Ahmedabad,2012,50000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,,3.65,19.4,1198,86.8,8,honda,brio,50
Maruti Swift ZDi,Hyderabad,2016,55746,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,6.95,22.9,1248,74,4,maruti,swift,55
Hyundai Xcent 1.2 VTVT S,Bangalore,2014,54000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,7.85 Lakh,5.5,20.14,1197,81.86,6,hyundai,xcent,54
Hyundai i20 Asta 1.4 CRDi,Kochi,2015,46950,Diesel,Manual,First,21.27 kmpl,1396 CC,88.76 bhp,5,,6.45,21.27,1396,88.76,5,hyundai,i20,46
Maruti Alto K10 2010-2014 VXI,Hyderabad,2012,46004,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,,2.4,20.92,998,67.1,8,maruti,alto,46
Tata Indigo eCS LX BSIV,Chennai,2011,124000,Diesel,Manual,First,23.03 kmpl,1396 CC,69 bhp,5,,2.3,23.03,1396,69,9,tata,indigo,124
Hyundai Grand i10 Sportz,Ahmedabad,2017,17125,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,5.4,18.9,1197,82,3,hyundai,grand,17
Maruti Eeco 7 Seater Standard,Hyderabad,2015,90413,Petrol,Manual,First,15.1 kmpl,1196 CC,73 bhp,7,4.83 Lakh,2.95,15.1,1196,73,5,maruti,eeco,90
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2013,37000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,5.1,16.47,1198,73.9,7,volkswagen,polo,37
Maruti Wagon R LXI Minor,Jaipur,2006,65000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,,1.5,18.9,1061,67,14,maruti,wagon,65
Honda City 1.5 EXI,Pune,2005,98437,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,5,,1.15,13,1493,100,15,honda,city,98
Hyundai i20 1.2 Magna,Kolkata,2010,18000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.3,18.5,1197,80,10,hyundai,i20,18
Hyundai Grand i10 CRDi Sportz Celebration Edition,Kochi,2018,35070,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,5.99,24,1120,70,2,hyundai,grand,35
Hyundai i10 Sportz 1.2,Kolkata,2009,40000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,,1.7,20.36,1197,78.9,11,hyundai,i10,40
Hyundai i20 Asta,Kolkata,2009,43000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,,1.99,17,1197,80,11,hyundai,i20,43
Chevrolet Beat LS,Pune,2012,65000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,2.5,18.6,1199,79.4,8,chevrolet,beat,65
Volkswagen Polo Diesel Highline 1.2L,Hyderabad,2013,74000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,,4.85,22.07,1199,73.9,7,volkswagen,polo,74
Ford Figo Petrol LXI,Hyderabad,2010,51192,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5,,2.65,15.6,1196,70,10,ford,figo,51
Honda City i DTEC VX,Jaipur,2015,66339,Diesel,Manual,Second,25.1 kmpl,1498 CC,98.6 bhp,5,,6.9,25.1,1498,98.6,5,honda,city,66
Ford Figo Diesel Titanium,Hyderabad,2013,90200,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,,3.5,20,1399,68.05,7,ford,figo,90
Maruti Ciaz 1.4 AT Alpha,Delhi,2017,32000,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,,9.2,19.12,1373,91.1,3,maruti,ciaz,32
Hyundai Grand i10 AT Asta,Mumbai,2015,29631,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,,4.9,18.9,1197,82,5,hyundai,grand,29
Fiat Linea Emotion (Diesel),Kolkata,2010,145000,Diesel,Manual,First,20.4 kmpl,1248 CC,91.7 bhp,5,,2.6,20.4,1248,91.7,10,fiat,linea,145
Maruti Swift Lxi BSIII,Jaipur,2015,78000,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,5,,4.5,16.1,1298,88.2,5,maruti,swift,78
Maruti Swift LDI,Mumbai,2015,14000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.13 Lakh,5.25,28.4,1248,74,5,maruti,swift,14
Hyundai i20 Magna Optional 1.2,Delhi,2013,63777,Petrol,Manual,First,18.5 kmpl,1197 CC,82.9 bhp,5,,3.67,18.5,1197,82.9,7,hyundai,i20,63
Toyota Etios G,Delhi,2012,60000,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,5,,3.1,17.6,1496,88.73,8,toyota,etios,60
Tata Indigo LX,Ahmedabad,2015,78008,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,,2.9,17,1405,70,5,tata,indigo,78
Hyundai Grand i10 CRDi Magna,Delhi,2014,45000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,,3.49,24,1120,70,6,hyundai,grand,45
Maruti Swift VDI BSIV,Delhi,2014,57319,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,,4.25,25.2,1248,74,6,maruti,swift,57
